Name,Date,Review,Rating
troyn61,2021-03-30T12:07:31+03:00,"Много уже отзывов об этой компании, но моё мало отличается. Сроки сдачи затягивают на неопределённый срок, отношение к клиенту ""никакое"" - сказать очень мягко. Добиться чего-либо не возможно - руководство на связь не...
Достоинства: Достоинства: Красивые обещания.
Недостатки: Недостатки: Все обещания - обман.",1
Grizzzmany,2021-02-22T18:08:43+03:00,"Приобретал квартиру у данного застройщика «жк Томилино Парк» и очень об этом жалею, что обратился именно к этому застройщику. Сроки сдачи домов нарушает целиком и полностью и не хватает смелости у застройщика признать, что дом...
Достоинства: Достоинства: Эконом жильё
Недостатки: Недостатки: Масса",1
Дарььья,2020-12-28T15:30:43+03:00,"Хочу немного рассказать о безалаберном и хамском отношении застройщика ГК «Самолёт» к своим клиентам. Я владелец квартиры в ЖК «Пригород Лесное». Дом сдан совсем недавно, около полугода назад. Протекла соединительная муфта трубы горячей воды на...
Достоинства: Достоинства: На данный момент мне настолько испортили нервы минусами, что плюсов не вижу. пожалуй могу сказать что планировка- но это сугубо индивидуальный момент.
Недостатки: Недостатки: Плохое качество отделки, плохое отношение к клиентам (начнётся после того как вы внесёте свои деньги).",2
спутник2020,2020-10-20T15:01:54+03:00,"Приобрели квартиру в ЖК ""Спутник"", ремонт отвратительный, только потолки уходят на 7 см. Комуналку платим, а дом так и не стоит на кадастре, везде обманывают, на жалобы никакой реакции или тупо отписки от...
Достоинства: Достоинства: нет
Недостатки: Недостатки: При подписании акта обманули что дом стоит на кадастре и мы можем зарегистрировать собственность.Очень плохой ремонт,особенно потолки.",1
lituke1980,2020-03-15T14:24:51+03:00,"Искали квартиру не далеко от себя в Митино выбор пал на Большое Путилково. Позвонил менеджеру у которого уточнил какую квартиру хочу купить. Специально сказал что хочу своими глазами увидеть квартиру, мне сказали нет проблем, Вам...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Обман,как в начале так и в конце.",1
89636850685Max,2019-12-06T13:02:40+03:00,"Купили квартиру в ЖК Томилино Парк. Началось все с обмана по срокам, 3 раза переносились сроки выдачи квартиры, в итоге все они включаю срок по ДДУ не были выполнены. С огромным трудом, скандалами и каждодневные...
Достоинства: Достоинства: только немного ниже рыночной стоимость
Недостатки: Недостатки: Очень много",1
SvetlanaSH1995,2018-06-27T21:06:03+03:00,"Купили квартиру в микрорайоне ""Пригород Лесное"" по предварительному договору купли-продажи. Обративший первый раз в офис компании, общались, как тогда показалось, со знающим свое дело, вежливым менеджером - [персональные данные вырезаны модератором]. Как только нами были...
Достоинства: Достоинства: нет
Недостатки: Недостатки: Отношение к клиенту",1
Soten,2020-03-31T18:16:28+03:00,"Купили квартиру в ""Пригород Лесное"" в августе 2019 г. Срок ДДУ до 31 марта 2020 г. С октября обещают, что вот вот придет смс о записи на приемку квартиры. Скитаемся по съемным с маленьким ребенком...
Достоинства: Достоинства: цена, если покупать в строящемся, кв. с отделкой, недалеко от Москвы
Недостатки: Недостатки: сроки сдачи ДДУ просрочены, транспортная доступность",2
Leka24-10,2019-11-23T21:35:06+03:00,"Столкнулись с ужасным отношением к нам как к клиентам в процессе оформления документов. Несколько раз приезжали переподписывать договора, постоянные ошибки и забывчивость специалистов, менеджер не может ответить ни на один вопрос ни по регистрации, ни...
Достоинства: Достоинства: Плюсы только на этапе просмотров
Недостатки: Недостатки: После подписания брони , клиент становится неинтересным",1
pashazenon,2019-10-14T22:58:27+03:00,"Приобрёл апартаменты в апарт комплексе Самолёт Групп (аффилированный застройщик ООО ""Бухта Лэнд""). 1) В рекламе и отделе продаж вводят в заблуждение, что это жилой комплекс и даже в ДДУ пишут ""жилое помещение для временного проживания""...
Достоинства: Достоинства: Жизненный опыт и судебная практика
Недостатки: Недостатки: Недобросовестное поведение Застройщика, уклонение от выполнения взятых на себя обязательств, ложь и обманом со стороны сотрудников",2
iris5000,2018-10-02T10:51:53+03:00,"От знакомого риелтора хотела получить информацию о застройщиках в Москве, с кем можно более-менее надежно иметь дело. При упоминании о Самолет-девелопменте резкого негатива не услышала, поэтому решила рискнуть. По результатам взаимодействия пришла к выводу, что...
Достоинства: Достоинства: Низкие цены
Недостатки: Недостатки: Отношение к клиентам",3
Шев Татьяна,2018-09-29T00:06:04+03:00,"Как правильно подмечено, на одном из сайтов, что очередное гетто-""Пригород лесное"". Если вы хотите большооой геморой, то Вам в "" Пригород лесное""! Я этот геморой ощущаю с первого дня как подписала ДДУ ( не один...
Достоинства: Достоинства: Отсутствуют , если только что близко от Москвы.
Недостатки: Недостатки: Сплошные",1
ОльгаНиколаевнаЯ,2020-08-31T11:46:24+03:00,"Год назад купили квартиру в ЖК ""Самолет"", без отделки и не пожалели, т. к. отделка от Самолета ужасная. Застройщик обещал золотые горы (пешая доступность до метро, ТЦ, поликлиника, пожарка, отделение полиции и озеро Черное). Ничего...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Тысяча и один",1
horns84,2020-08-11T13:56:07+03:00,"Одна из самых лживых компаний, качество постройки ужасное. На гарантийные обязательства наплевали и не собираются выполнять. Благоустройство - убогое. Вечная проблема парковок. Звукоизоляции нет. Аналогично работает и их же управляющая компания. Очень жаль потраченных денег...
Достоинства: Достоинства: нет. есть эмоции и потраченные нервы
Недостатки: Недостатки: Гарантии на свое чудо-творенье не выполняют",1
Аноним3159890,2020-05-14T14:16:16+03:00,"Хотела приобрести квартиру, позвонила в офис, меня соединили с менеджером, она ничего внятного не сказала, просто бросила трубку. Я позвонила еще раз, сказали менеджер перезвонит, а по факту молчание. Уж если на этом этапе покупки...
Достоинства: Достоинства: их нет!
Недостатки: Недостатки: сотрудники не заинтересованы продать квартиру!",1
VasilykaNe,2019-10-10T18:27:43+03:00,"Прежде чем покупать квартиру в ЖК Самолет нужно подумать 1000 раз. Лучше приехать, посмотреть лично район, посмотреть ремонт, дороги, парковки. Люди адекватные все расскажут. По ремонту, много косяков, конечно ты их отмечаешь в акте, но...
Достоинства: Достоинства: Для детей площадки хорошие
Недостатки: Недостатки: Остальное минусы",1
phillipok,2019-09-26T16:00:32+03:00,"Печаль, по части отношения к клиентам. Суть- приобретали в декабре 2012 года квартиру в ЖК Люберцы 2018. И всё сначала шло хорошо. НО - после покупки квартиры отношение- резко меняется. Начну с малого- менеджеры уверяли...
Достоинства: Достоинства: Цены (квартиры прагматик класс), в массе своей сроки- сдают вовремя
Недостатки: Недостатки: Игнорирование запросов клиента. Пустые обещания менеджерского состава",2
bestolochiLesnoe,2019-09-15T10:52:58+03:00,"Нет парковочных мест, вообще нет, УК и Застройщик загоняют всех на платные парковки, нет ни камер, огромные дырки в сетках по периметру, за машины там ответственности никто не несет -об этом говорят открыто, буквально 2...
Достоинства: Достоинства: закаты,закаты, закаты...
Недостатки: Недостатки: парковок нет, пробки бордовые, единственный выезд из ЖК со светофором в 3 секунды,ремонт ужасный, потом еще и переделывать его денег надо будет, воняет шпалами от завода МосКокса",1
MISHGAN4EG,2019-08-28T13:40:51+03:00,"Добрый день! отзыв по дому ул. Камова, д. 11/5, ЖК Люберцы 2018 - отделка неплохая, грязно, абсолютно никакой прагматичности - только тупость проектировщиков и тех, кто принимал решение по планировке квартир. Полное игнорирование обращений на...
Достоинства: Достоинства: лес, относительная близость к метро, красивые детские площадки
Недостатки: Недостатки: плохая транспортная доступность, ""глухость"" руководства застройщика к жителям",1
UmkaLubasha,2019-08-28T12:58:43+03:00,"Недавно пришлось написать обращение к директору данной конторы, думаю исходя из моего письма вам будет все понятно. Добрый день! Прошу объяснить почему в очередной раз изменяют график заселения ЖК Томилино, сдвигают сроки и ничего не...
Достоинства: Достоинства: Никаких!
Недостатки: Недостатки: Вся компания один большой минус!",1
123Владимир,2019-04-05T19:31:00+03:00,"Отдел заселения говорит одно, отдел сервиса другое! Никто ни за что не отвечает! Один отдел не знает, что делает другой, информация отличается кардинально. Спрашиваю срок ввода здания в эксплуатацию, сообщить не могут! Спрашиваю имена руководителей...
Достоинства: Достоинства: пока не знаю
Недостатки: Недостатки: в комментарии",1
mikheeva999,2018-07-04T22:21:04+03:00,"Сегодня мы ездили принимать квартиру по ее готовности (подписывать акт приема передачи объект долевого строительства), находящийся по адресу г. Люберцы, ул. Вертолетная, дом 44, квартира 189. После осмотра квартиры были выявлены недочеты, которые мы прописали...
Достоинства: Достоинства: цена
Недостатки: Недостатки: некачественная отделка хамское отношение к клиентам",1
Аноним1620720,2018-02-06T08:24:03+03:00,"Не покупайте квартиру в жк Люберцы самолёт! Мы приобрели квартиру в первой очереди 2015 году. Живем уже два года. Обстановка с транспортом становится невыносимей с каждым днём! До станции Люберцы 1 маршрутка может доехать за...
Достоинства: Достоинства: Не хочется описывать.
Недостатки: Недостатки: Транспортная обстановка убивает все преимущества.",1
Gogra,2017-09-09T10:54:08+03:00,"Не буду утомлять вас рассказами о том, почему мы выбрали самолет, да и инфы о компании более чем достаточно. Расскажу лучше, почему я жалею о покупке и мечтаю скорее переехать. Во-первых, транспорт: представьте себе, что...
Достоинства: Достоинства: Стоимость и строительство относительно недалеко метро
Недостатки: Недостатки: Полное наплевательство застройщика на тех, кто уже купил квартиры",2
Sergey Gushchin,2020-06-04T14:04:01+03:00,"Не связывайтесь с этим застройщиком! 31.03.2020 года закончился срок по договору долевого участия, сегодня 4.06.2020, эти скоты до сих пор не передали нам наше жилище!!! Каждый день какие то новые отговорки! Сотрудники в отделе заселения...
Достоинства: Достоинства: Нету их
Недостатки: Недостатки: Лживый застройщик",1
Аноним2534150,2019-07-29T07:20:54+03:00,"ПРЕДОСТЕРЕЖЕНИЕ от ДДУ в САМОЛЕТ!!!! В прошлом году решили купить квартиру. Долго выбирали где, и у какого застройщика. Выбрали ТОМИЛИНО 2018 САМОЛЕТ. И сейчас стало понятно, какую ошибку совершили. При подписании ДДУ менеджер, обещал получение...
Достоинства: Достоинства: Плюсов нет.
Недостатки: Недостатки: Не соблюдают сроки. Очень плохая отделка.",1
olganord31,2019-11-14T20:06:00+03:00,"Покупали квартиру в 2017 году во Внуково. Перед оформлением сделки так красиво все рассказывали, а по факту вранье! Обещали паркинг, в итоге не сдали и сейчас переделывают его в магазины-офисы. Качество отделки ужасное!!! Обои отваливаются...
Достоинства: Достоинства: Московская прописка
Недостатки: Недостатки: Ужасное качество отделки, сервисные службы не отвечают",1
ViktoriyaBS,2018-04-18T17:06:04+03:00,"Заехали в 2017г летом, в ЖК Самолет, вонь бесконечная, в ЖК нет ни кустиков ни деревьев (и сажать их наверное не будут) - так в первой очереди для заманухи что-то натыкали, отчет повесели об озеленении...
Достоинства: Достоинства: Плюсов в данном ЖК нет
Недостатки: Недостатки: Дома, экология, сады, школы, магазины, ДОРОГИ",1
purkeno,2020-02-20T16:26:30+03:00,"Управляющая компания ничего не делает, вопросы не решает, дозвонится невозможно и другим не дает, так как боятся потерять деньги с жильцов из воздуха. Советую уходить в ТСЖ для начала через совет дома, дальше долго не...
Достоинства: Достоинства: нет
Недостатки: Недостатки: в срок вопросы не решаются, управляющий только говорит и ничего не делает. Мастер красивых слов, а не дела.",1
Anastasia92bar,2020-02-04T13:28:57+03:00,"Уважаемые, будующие соседи !! Если вы любите животных, тогда вам к нам, именно жк люберцы предоставит вам возможность постоянного общения с крысами! Только в нашем жк они спокойно прогуливаются по дорожкам, сидят у подъездов, магазинах...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Не перечислить",1
Oksana9999,2019-09-24T00:30:53+03:00,"Повелась на цену и радужное описание жк Томилино 2018, в итоге задержка ключей, каждый день кормят обещаниями, обещали в феврале 2019 в итоге уже сентябрь и до 30 не могут записать на осмотр так как...
Достоинства: Достоинства: Плюсов когда покупаешь *** вылизывают
Недостатки: Недостатки: Все что есть там собраны",1
olgitaB,2019-09-18T12:19:44+03:00,"по ЖК Томилино просрочены сроки по выдаче более 1500 квартир!!! мы все готовим иски в суд на возмещение неустойки. Ни в коем случае не покупайте квартиры у этого...
Достоинства: Достоинства: ни одного
Недостатки: Недостатки: просроченные сроки сдачи, ужасное качество отделки!",1
Аноним1922330,2018-08-25T14:06:04+03:00,"Доброго дня! Решил написать отзыв т. к столкнулся с множеством проблем приобретя квартиру в Пригород Лесное. Будьте внимательны приобретая жил. площадь у данного застройщика, тщательно осматривайте квартиру при передаче ключей, огромное количество недоделок. Те люди...
Достоинства: Достоинства: Сумма квартиры не меняется в зависимости от этажа.
Недостатки: Недостатки: Все остальное.",2
Аноним2566960,2019-08-14T22:09:19+03:00,"В 2017 году долго думали где купить квартиру, на стадии строительство, думали это дешевле и лучше, выбрали район ""Пригород Лесное"" но увы "" Самолет"" это компания врунов причём наглых говорят одни сроки и самое главное...
Достоинства: Достоинства: Менеджер красиво разводит людей
Недостатки: Недостатки: Враньё",1
Asvintel,2019-07-15T22:51:00+03:00,"Если можно было бы, то я бы ни одной звезды им не поставила. Во-первых, менеджеры по продажам врут по срокам сдачи, снимать квартиру пришлось намного дольше чем планировали. Во-вторых, отделка плохая, всё криво сделано, но...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Сплошные минусы",1
Аноним1771142,2018-05-21T12:32:13+03:00,"В 2016 году оплатил новостройку в ""Пригороде""Лесное"". Вчера, 16.05.18 г., получил письмо от застройщика с односторонним актом приема-передачи квартиры. До этого было два осмотра квартиры и в обоих случаях были выявлены протечки в трубах водоснабжения...
Достоинства: Достоинства: нет
Недостатки: Недостатки: сроки сдачи объектов не выдерживаются, качество работ крайне низкое",1
Shredinger1101,2018-03-19T10:12:04+03:00,"ЖК Внуково 2016 расположен в 14 км. от МКАД. Застройщиком является Самолёт Девелопмент. Первая очередь строительства была сдана собственникам в начале 2017 года. Квартиры продавались с отделкой и без. Те, которые с отделкой, имеют некоторые...
Достоинства: Достоинства: Квартиры эконом варианта
Недостатки: Недостатки: Долго добираться до метро, отсутствие магазинов первой необзодимости",2
Аноним1846457,2018-07-09T13:15:05+03:00,"Добрый день ! Не могу никак добиться исправления дефекта в отделке от застройщика Самолёт, отфутболивают как могут! Ужасное отношение сотрудников в отделе заселения, деревенские хабалки сидят и грубят! Вообщем просто один...
Достоинства: Достоинства: Дёшево
Недостатки: Недостатки: Сотрудники",1
mishana123,2018-03-30T12:16:07+03:00,"Комппния в моих глазах упала ниже плинтуса. Уважения никакого, работать не умеют, на месяц задержали сдачу, уведомления не было о задержке, людей кинули, в апп написали что неустойку платить не будут и без подписи не...
Достоинства: Достоинства: Их нет
Недостатки: Недостатки: Один большой минус",1
ira-1967,2018-03-20T22:09:04+03:00,"Положительные отзывы об этой компании писать могут только их же пиар-менеджеры. Не верьте и не покупайте у них квартиры!!! Все настолько безобразно сделано, что трудно даже перечислить. Всё течёт, всё сыпется, отказывается, отрывается, дует изо...
Достоинства: Достоинства: Только цена
Недостатки: Недостатки: Всё остальное",1
Guest 3333,2019-04-28T17:22:35+03:00,"дорогу до сих пор не построили, срок передачи ключей задержали, качество стройки ужасное. Клиентоориентированность 0! Неустойку по договору в досудебном порядке не...
Достоинства: Достоинства: расположение при условии того, что построят дорогу
Недостатки: Недостатки: сроки, качество, работа сотрудников",1
pioner222,2019-04-17T11:18:30+03:00,"Приобрели однокомнатную квартиру в ЖК ""Люберцы 2016"" в 2017 году. Оформили все быстро, вопросов нет. Квартира приобреталась для проживания моей Мамы. В марте 2019 Мама умирает. Узнаю у натариуса, что для оформления наследства требуется справка...
Достоинства: Достоинства: природа рядом
Недостатки: Недостатки: см. отзыв",1
МТВ0410,2018-10-27T09:54:21+03:00,"Купили квартиру в Люберцы 2017. Было много косяков, устранять которые никто и не собирается. С момента написания заявления прошло уже 5 месяцев и тишина. Обращаться к застройщику и УК бесполезно. По телефонам...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Хамство, обман",1
89260384040natka,2018-09-19T20:18:03+03:00,"Сегодня приехали в отдел продаж ЖК Большое Путилково, пообщались с менеджером Лолой и договорились что она передаст мои Контакты сотруднику который пообщается со мной по ипотеке, договорились о звонке на 19:00. В итоге никто не...
Достоинства: Достоинства: Нет плюсов
Недостатки: Недостатки: Забивают х... на клиентов (",1
dbrekz780,2017-12-12T18:36:04+03:00,"Отвратительно подается информация, не смогла к вам доехать из за неверного информирования о корпоративном транспорте! Неверно сказали время отправки от Мякинино, я прождала 15 минут! Затем перезвонила, а девушка по имени Татьяна невозмутимо предложила подождать...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Одни минусы",1
Katya9308,2019-02-28T13:05:58+03:00,"Не заинтересованность сотрудников в ваших вопросах! Нужны только ваши деньги. Ошибка менеджера по ипотеке вылилась нам в огромные проблемы! Теперь на протяжении 2-х месяцев я не могу подавать документы на ипотеку ни в один...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Куча",1
Mariya 14,2018-02-09T03:48:02+03:00,"Хочу написать несколько слов об этом компании ""Самолет девелопмент"" Купили квартиру летом 2015 году в самолете Люберцы 2016, так вот все оплатили и обещали, что получим квартиру в октябре 2016 г. Настал октябрь 2016 звонили...
Достоинства: Достоинства: Красивые детские площадки
Недостатки: Недостатки: Нет мест в детском саду и пробки",2
Naidien,2017-05-10T17:21:02+03:00,"Покупал квартиру в Пригород Лесное, на данный момент жду пока достроится. Предположительно заселение в ноябре. Сроки у этой компании всегда выполняются, строят быстро и качественно, бывают конечно косяки по отделке, но не кретично. На месте...
Достоинства: Достоинства: Быстро,качественно,надёжно,очень не дорого
Недостатки: Недостатки: Нет",5
Щукина Наталья,2015-12-15T17:33:30+03:00,"Купила у них квартиру в январе 2014. Сначала все шло хорошо, дома построили, ремонт сделали, мы с нетерпением ждали заселения. 1. Обещанная дата сдачи - 30 сентября 2015 - вечером вывесили на сайте объявление что...
Достоинства: Достоинства: Дома сдали вовремя
Недостатки: Недостатки: некомпетентные сотрудники, не выполнение обещаний перед клиентом, нервотрепка",2
Lixan86,2015-12-02T14:51:24+03:00,"Зашла на официальный сайт ""Самолет девелопмент"", прочитала, что они там про себя написали и стало смешно: ""Одним из первоочередных принципов работы компании «Самолет Девелопмент» является ориентация на самые высокие стандарты на каждом этапе своей деятельности:...
Достоинства: Достоинства: Построили в заявленные сроки
Недостатки: Недостатки: очень много!",3
Аноним1032649,2016-11-22T13:51:25+03:00,"Мы с мужем довольно долго выбирали квартиру, но в итоге решили купить в Люберцах 2016 (очень привлек срок сдачи, т. к. живем на съемной квартире). Ознакомились с проектами, со всеми документами, почитала отзывы (как и...
Достоинства: Достоинства: Дом сдали в срок
Недостатки: Недостатки: все остальное - один огромный минус",1
maksimiliano0308,2021-07-17T09:48:30+03:00,"Решили купить квартиру в ЖК Новое Внуково застройщик Самолет Девелопмент. Пересмотрели множество предложений на рынке, интересовал район ЗАО, ЮЗАО, ЮАО, ну и конечно ТИНАО города Москвы, как инвестиционно привлекательный. Рассматривали такие ЖК: Восточное Бутово, Бутово...
Достоинства: Достоинства: Расположение, экология, Москва, цена оптимальная в этом районе.
Недостатки: Недостатки: Долгострой, слабая инфраструктура.",4
NatMart,2017-02-21T16:00:27+03:00,"Купили квартиру в ЖК Люберцы 2016 весной прошлого года. В графике ставили готовность дома сентябрь 2016. Шли месяцы, мы терпеливо ждали. И дождались наконец заветного письма с приглашением на просмотр. В условленное время радостно побежали...
Достоинства: Достоинства: Дешевые цены на жилье.
Недостатки: Недостатки: Хаос, некомпетентность сотрудников, пустые обещания ради продаж.",1
EK31,2016-12-12T13:45:44+03:00,"Я подписала акт приемки передачи квартиры в офисе компании застройщика «Самолет Девелопмент» 06.12.2016., после чего эти акты так же были переданы в УК «Самолет Сервис», но УК заставляет меня оплатить авансом коммунальные платежи за 4...
Достоинства: Достоинства: Плюсов нет
Недостатки: Недостатки: Отвратительная компания, которая занимается шантажом и вымогательством",1
Аноним652989,2015-12-08T22:24:31+03:00,"Полностью согласна с предыдущими отзовами про ""отработанный материал"". Мало того что обманывают! Предоставляют документ, в котором ты должен заплатить огромную сумму за лишние кв см. Но мы то знаем, что ничего лишнего там нет. Так...
Достоинства: Достоинства: нету
Недостатки: Недостатки: Хамское отношение, свинство, обман, развод на деньги, невыполненные обещания",1
Аноним1318651,2017-06-27T12:12:01+03:00,"Хочу поделится опытом покупки квартиры у ""Самолет Дивелопмент"" (Люберцы 2015). Купил однушку в 2017г, ул. Вертолетная. Минусы: - в компании работаю не квалифицированные сотрудники, текучка, банально не умеют вежливо обращаться к клиенту, который покупает не...
Достоинства: Достоинства: Ни одного для себя, только разочарование в покупке!
Недостатки: Недостатки: Сплошные! Минусы в комментарии!",1
Аноним1065718,2016-12-15T14:57:16+03:00,"Добрый день, уважаемые покупатели! Вот Вы жалуетесь на рядовых сотрудников компании Самолет-Девелопмент. Надо всегда в таких случаях идти в офис и писать Генеральному директору или собственнику. Моя доля куда хуже ! Я купила в Сходне...
Достоинства: Достоинства: Сдали почти в срок- хорошо.
Недостатки: Недостатки: структура управления и контроля",4
Аноним933960,2016-09-21T09:45:12+03:00,"Прочитала тут отзыв про Якова и с чем то соглашусь с чем то нет, во-первых сделка и правда быстрая и хочу заметить за оформление очень низкие уены на минуточке в МИЦЕ и т. п 70000...
Достоинства: Достоинства: Дешевое оформление, быстрая сделка, дешевое жилье
Недостатки: Недостатки: Впаривают то что не нужно, качество квартир не понятное",4
Аноним1072275,2016-12-20T14:42:06+03:00,"Купили квартиру в Люберцах 2015. Отделка ужасная, нужно все заново переделывать. Не покупайте у Самолета квартиры с отделкой, это выброшенные деньги. Акт не подписали. Обратились в суд гарант к ИП Косарев. Суд первой инстанции отказал...
Достоинства: Достоинства: Дом построен
Недостатки: Недостатки: Отделка-ужас",1
Аноним1215659,2017-04-03T12:54:13+03:00,"Объект построили в срок, но если вы берёте без отделки! Отделку не успевают в срок! При этом все равно наглым образом вынуждают подписывать акт приема-передачи, приводят в совершенно непригодную для проживания квартиру, где имеются даже...
Достоинства: Достоинства: Сроки строительства дома соблюдены
Недостатки: Недостатки: Отделка отвратительная, с отделкой срок нарушен на 1,5 месяца, вынуждают принимать плохое качество ! Менеджеры ужасные!",1
Умнаядура,2016-11-18T21:24:34+03:00,"Правдивой информации - минимум. ""Менеджеры"" - говорящие головы, озвучивают только то, что им велели их содержатели... ""Самолет"" - никакой не ""Самолет"", а несколько фирм-однодневок, никак между собой не связанных. Вместо ""гены - лица ""на доверии""...
Достоинства: Достоинства: дом стоит...
Недостатки: Недостатки: дом не сдают. врут. не дают правдивую инфу.",2
Евгений82,2017-06-23T17:09:08+03:00,"Купил квартиру в ЖК Люберцы 2015. Квартиру принял в декабре (несмотря на рекламные ""ВЫДАЧА КЛЮЧЕЙ В СЕНТЯБРЕ!!!"") этот момент в целом ожидал, т. к. в договоре прописали крайний срок февраль 2016. Естественно сыграло свою роль...
Достоинства: Достоинства: Построили и сдали. Замечательные дворы.
Недостатки: Недостатки: Менеджеры по работе с клиентами. Отделка. Инфраструктура. Управляющая компания.",2
fatik,2017-05-05T12:09:01+03:00,"Хамское отношение менеджеров, свинство, обман, развод на деньги. Как только поступили деньги на их счет, понеслось. Менеджер еле отвечала на наши вопросы. Дозвонится с трудом можно было, до сотрудников. Так как жила на квартире накопила...
Достоинства: Достоинства: нет совсем
Недостатки: Недостатки: одни минусы",1
Аноним1028561,2016-11-19T15:18:33+03:00,"Купили квартиру в рассрочку и получили сюрприз: нам отказывают в заселении пока не оплатим остаток, получается купили по предоплате, хотя менеджер уверял в заселении по факту...
Достоинства: Достоинства: нет
Недостатки: Недостатки: Квартиру видели плитка кафель отколота, стекла треснуты, На двери вмятина, окна вставлены не правильно (вернее вообще не вставлены в крепежи) щели в несколько см, трубы текут.",1
Mira17fss,2020-06-16T23:06:11+03:00,"Компания Самолёт Девелопмент объектом которой является ЖК Пригород Лесное нарушает сроки выдачи ключей указанные в ДДУ. Никаких внятных и понятных комментариев по этому поводу не даёт. На выставленную претензию реакция...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Высокая стоимость, несоблюдение сроков передачи ключей, отсутствие коментариев",1
Отзовишек,2017-02-19T00:27:15+03:00,"По договору сдача 28.02.2017. Квартиру покупали с отделкой от Застройщика. Сегодня 18.02.2018 г. Самолет Девелопмент прислал уведомление о том, что квартира готова и мы должны Ее принять в течении 7 дней. Уведомление датировано 11 декабря...
Достоинства: Достоинства: Расположение
Недостатки: Недостатки: Отделка",2
